STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,mot_nrg,Motor energy,engine,Engine capacity of vehicle,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2014,,283253,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2015,,313785,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2016,,333910,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2017,,355015,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2018,,371945,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2019,,389052,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2020,,399627,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2021,,404656,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2022,,421313,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2023,,435106,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,CZ,Czechia,2024,,439862,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2000,,2063000,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2001,,2250000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2002,,2477000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2003,,2723000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2011,,3580000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2012,,3706000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2013,,3824000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2014,,3964000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2015,,4106000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2016,,4206471,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2017,,4211846,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2018,,4163699,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2019,,4093212,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2020,,4077774,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2021,,4046793,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2022,,3951553,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2023,,3894966,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,DE,Germany,2024,,3831745,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2001,,15600,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2002,,16500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2004,,31000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2005,,38300,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2006,,38500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2007,,50500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2008,,56800,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2009,,56800,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2010,,61040,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2011,,68800,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2012,,79500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2013,,90671,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2014,,100573,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2015,,108661,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2016,,116500,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2017,,123741,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2018,,131211,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2019,,141122,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2020,,145694,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2021,,151224,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2022,,157250,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2023,,160325,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,EE,Estonia,2024,,161481,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2006,,1269000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2007,,1380000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2008,,1444000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2009,,1444000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2010,,1475000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2011,,1496000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2012,,1507000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2014,,1513638,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2015,,1550222,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2016,,1600000,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2017,,2342584,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2018,,2369745,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2019,,2378381,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2020,,2372141,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2021,,2361991,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2022,,2351606,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2023,,2335037,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,ES,Spain,2024,,2311887,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,1999,,80000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2000,,83000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2001,,89000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2002,,95000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2003,,105000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2004,,110000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2005,,123000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2006,,141000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2007,,159000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2008,,185000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2009,,203000,,d,definition differs (see metadata),,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2010,,226000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2011,,248000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2012,,264000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2013,,278000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2015,,303158,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2016,,318571,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2017,,330928,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2018,,343934,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2019,,354752,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2020,,361719,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2021,,365188,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2022,,362845,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2023,,358251,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FI,Finland,2024,,353942,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,1999,,2109000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2000,,2172000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2001,,2254000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2002,,2341000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2003,,2521000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2004,,2692000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2005,,2842000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2006,,2531000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2007,,2546000,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2011,,1663322,,b,break in time series,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2012,,1748949,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2013,,1833807,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2014,,1881860,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2015,,1923653,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2016,,1954413,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2017,,1958961,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2018,,1926611,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2019,,1881439,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2020,,1820499,,,,,
dataflow,ESTAT:ROAD_EQS_CARMOT(1.0),"Passenger cars, by type of motor energy and size of engine",A,Annual,NR,Number,DIE,Diesel,CC_GE2000,2 000 cm³ or over,FR,France,2021,,1755767,,,,,
